841,827,400,1600
841,827,300,1600
817,839,400,65200
817,839,300,65200
819,838,400,1800
819,838,300,1800
823,836,400,102000
823,836,300,102000
839,828,400,16500
839,828,300,16500
892,897,400,6800
892,897,300,6800
888,899,400,10500
888,899,300,10500
890,898,400,48600
890,898,300,48600
838,827,400,1200
838,827,300,1200
887,898,400,10800
887,898,300,10800
899,892,400,4800
899,892,300,4800
889,897,400,10200
889,897,300,10200
885,899,400,153800
885,899,300,153800
897,893,400,10300
897,893,300,10300
837,826,400,66300
837,826,300,66300
841,824,400,700
841,824,300,700
817,836,400,10400
817,836,300,10400
839,825,400,800
839,825,300,800
892,894,400,119400
892,894,300,119400
898,891,400,82200
898,891,300,82200
886,897,400,52900
886,897,300,52900
836,825,400,3600
836,825,300,3600
842,822,400,4000
842,822,300,4000
838,824,400,600
838,824,300,600
895,891,400,612100
895,891,300,612100
899,889,400,10400
899,889,300,10400
879,899,400,2400
879,899,300,2400
885,896,400,28800
885,896,300,28800
897,890,400,31200
897,890,300,31200
841,821,400,11200
841,821,300,11200
839,822,400,34500
839,822,300,34500
827,828,400,8400
827,828,300,8400
892,891,400,74000
892,891,300,74000
896,889,400,42800
896,889,300,42800
876,899,400,150600
876,899,300,150600
898,888,400,9600
898,888,300,9600
878,898,400,10800
878,898,300,10800
886,894,400,664100
886,894,300,664100
826,827,400,45600
826,827,300,45600
836,822,400,2100
836,822,300,2100
824,828,400,11200
824,828,300,11200
842,819,400,18800
842,819,300,18800
828,826,400,97200
828,826,300,97200
873,899,400,5400
873,899,300,5400
875,898,400,102600
875,898,300,102600
877,897,400,1600
877,897,300,1600
895,888,400,48200
895,888,300,48200
893,889,400,576100
893,889,300,576100
885,893,400,5600
885,893,300,5600
897,887,400,100000
897,887,300,100000
825,826,400,96600
825,826,300,96600
823,827,400,102000
823,827,300,102000
839,819,400,2800
839,819,300,2800
827,825,400,77600
827,825,300,77600
874,897,400,24400
874,897,300,24400
892,888,400,574000
892,888,300,574000
876,896,400,27500
876,896,300,27500
890,889,400,53600
890,889,300,53600
872,898,400,1200
872,898,300,1200
886,891,400,145800
886,891,300,145800
826,824,400,10200
826,824,300,10200
836,819,400,3200
836,819,300,3200
818,828,400,48800
818,828,300,48800
822,826,400,3200
822,826,300,3200
828,823,400,60600
828,823,300,60600
838,818,400,9700
838,818,300,9700
887,889,400,45700
887,889,300,45700
873,896,400,36000
873,896,300,36000
875,895,400,14400
875,895,300,14400
877,894,400,29000
877,894,300,29000
871,897,400,148100
871,897,300,148100
885,890,400,28800
885,890,300,28800
841,815,400,17400
841,815,300,17400
817,827,400,10400
817,827,300,10400
823,824,400,93800
823,824,300,93800
839,816,400,2400
839,816,300,2400
827,822,400,27500
827,822,300,27500
874,894,400,6600
874,894,300,6600
892,885,400,6400
892,885,300,6400
880,891,400,156100
880,891,300,156100
876,893,400,4000
876,893,300,4000
886,888,400,40500
886,888,300,40500
836,816,400,8400
836,816,300,8400
820,824,400,6400
820,824,300,6400
824,822,400,31600
824,822,300,31600
822,823,400,127600
